-0.000225405 -0.000123091 1.51855e-06 8.22036e-05 -4.7402e-05 -4.45963e-05 -0.000171523 -6.37419e-05 -0.000122785 -7.67122e-05 -8.73212e-05 -0.000234031 -6.34455e-05 -0.000106871 -4.92428e-05 -8.84977e-05 -4.55591e-05 -0.000152618 -0.000125816 -0.000261818 -0.000196404 -0.000104739 -0.000109229 -0.000161632 1.32924e-06 -8.67482e-05 9.90607e-05 0.000260524 0.000383546 0.000550487 0.000409821 0.000548535 0.000439785 0.000295758 0.000155486 0.000122014 -8.24535e-06 -6.44335e-05 -4.37632e-05 -0.000167262 -0.000191555 -0.000125122 
-0.000218295 -0.000132128 -2.39883e-05 9.75118e-05 -5.94408e-05 -9.09209e-06 -0.000191176 -4.87239e-05 -0.000129144 -8.84979e-05 -3.68649e-05 -0.000259198 -5.31375e-05 -0.000119859 -4.26069e-05 -0.00011065 -3.10723e-05 -0.000173832 -9.87356e-05 -0.0002555 -0.00020996 -0.000106759 -7.81347e-05 -0.000191119 4.76276e-05 -8.67137e-05 9.47606e-05 0.000258326 0.000332774 0.000583166 0.00037567 0.000540648 0.000442087 0.000306342 0.000140986 0.000129718 -1.08246e-06 -8.84828e-05 -3.27022e-05 -0.000159097 -0.000212023 -8.39082e-05 
-0.000198213 -0.000155058 -5.85557e-05 0.000100294 -5.81327e-05 1.52906e-05 -0.00019625 -4.26452e-05 -0.000141574 -0.000101737 -3.18947e-06 -0.000267453 -5.24838e-05 -0.000128256 -4.44471e-05 -0.000125426 -2.79625e-05 -0.000179565 -6.42349e-05 -0.000241655 -0.000231944 -0.000107308 -5.45969e-05 -0.000195507 8.22393e-05 -7.72715e-05 8.82762e-05 0.000243689 0.000293699 0.000585741 0.000338463 0.000515331 0.000447209 0.000317976 0.000134875 0.000144132 1.09028e-05 -0.000101901 -1.35241e-05 -0.000142569 -0.000215424 -5.77372e-05 
-0.000178581 -0.000179292 -9.77747e-05 9.46895e-05 -5.1619e-05 3.4133e-05 -0.000194936 -4.15957e-05 -0.000152053 -0.000104753 1.98767e-05 -0.00026882 -5.43635e-05 -0.000134719 -4.97839e-05 -0.000137244 -2.89686e-05 -0.000176218 -3.38573e-05 -0.000226351 -0.000247129 -0.000108268 -3.65678e-05 -0.000186643 0.000112595 -6.00762e-05 8.00443e-05 0.000218064 0.000257642 0.000569035 0.000296518 0.000482153 0.000445767 0.000329115 0.000135595 0.000156194 2.0839e-05 -0.00010639 1.93135e-06 -0.00012376 -0.000208437 -3.82783e-05 
-0.000167433 -0.000199307 -0.000133155 8.27345e-05 -4.53917e-05 5.06733e-05 -0.00019044 -4.19813e-05 -0.000157526 -9.99574e-05 3.65765e-05 -0.000265941 -5.59635e-05 -0.000141504 -5.73291e-05 -0.000147401 -2.9354e-05 -0.000166499 -9.1974e-06 -0.000212886 -0.000250244 -0.000107381 -2.18735e-05 -0.000170903 0.00014098 -4.20554e-05 7.05966e-05 0.000187579 0.000219679 0.000539266 0.00025314 0.000448597 0.000434287 0.000336978 0.000141532 0.000166318 2.90887e-05 -0.000102128 1.53177e-05 -0.000105475 -0.000194339 -2.07168e-05 
-0.000166991 -0.000214583 -0.000160787 6.74476e-05 -4.31385e-05 6.46776e-05 -0.000184271 -4.14003e-05 -0.000157736 -9.24132e-05 4.83056e-05 -0.000260993 -5.6332e-05 -0.00014894 -6.62244e-05 -0.000155695 -2.6873e-05 -0.00015353 1.00653e-05 -0.000199335 -0.00024173 -0.000101783 -7.62132e-06 -0.000150747 0.000167437 -2.78192e-05 6.05918e-05 0.00015609 0.000177181 0.000497989 0.000208477 0.000415322 0.000415829 0.000339349 0.000149936 0.000175984 3.7986e-05 -9.09679e-05 2.96568e-05 -8.70068e-05 -0.000175531 -3.60477e-06 
-0.000174764 -0.00022643 -0.000179339 5.25215e-05 -4.60864e-05 7.37058e-05 -0.000177647 -3.79196e-05 -0.000153002 -8.42479e-05 5.61739e-05 -0.000255946 -5.58586e-05 -0.000156297 -7.50974e-05 -0.000161246 -2.13119e-05 -0.000140184 2.50071e-05 -0.000185087 -0.000224954 -8.98642e-05 8.41985e-06 -0.000128637 0.000190057 -1.89675e-05 4.97464e-05 0.000125157 0.000130969 0.000448305 0.000162508 0.000381578 0.000393261 0.000335418 0.000157744 0.000185457 4.87006e-05 -7.55608e-05 4.61201e-05 -6.73944e-05 -0.000154538 1.20492e-05 
-0.000187138 -0.000235778 -0.000189967 4.05355e-05 -5.3277e-05 7.6396e-05 -0.000171652 -3.09247e-05 -0.000144325 -7.60109e-05 6.14943e-05 -0.000252048 -5.53944e-05 -0.000162598 -8.21619e-05 -0.000163347 -1.38051e-05 -0.00012813 3.71802e-05 -0.000169889 -0.000203013 -7.13078e-05 2.742e-05 -0.000106885 0.000207152 -1.56386e-05 3.71791e-05 9.47645e-05 8.3338e-05 0.000394517 0.000115624 0.000346783 0.000368015 0.000325985 0.000162523 0.000194923 6.16225e-05 -5.74137e-05 6.49227e-05 -4.63615e-05 -0.000133832 2.48402e-05 
-0.000200819 -0.000243205 -0.000195001 3.22942e-05 -6.26447e-05 7.34601e-05 -0.000167137 -2.12666e-05 -0.000133065 -6.76861e-05 6.53359e-05 -0.000249805 -5.54948e-05 -0.000166969 -8.59124e-05 -0.000161947 -5.58382e-06 -0.000117811 4.81017e-05 -0.000153507 -0.000178018 -4.71543e-05 4.95136e-05 -8.73082e-05 0.000218086 -1.7516e-05 2.20909e-05 6.42017e-05 3.66709e-05 0.000340925 6.85731e-05 0.000310623 0.000340806 0.000312117 0.000163155 0.000203871 7.63914e-05 -3.7337e-05 8.57342e-05 -2.47533e-05 -0.000115305 3.42318e-05 
-0.000213246 -0.000248959 -0.000196839 2.72574e-05 -7.20743e-05 6.71141e-05 -0.000164488 -1.07374e-05 -0.00012074 -5.92181e-05 6.85077e-05 -0.000249044 -5.61039e-05 -0.000168837 -8.56704e-05 -0.000157503 2.64853e-06 -0.000108812 5.89946e-05 -0.000135809 -0.000151362 -1.93111e-05 7.36966e-05 -7.08707e-05 0.000223067 -2.41809e-05 4.02658e-06 3.29629e-05 -7.38987e-06 0.000290725 2.2487e-05 0.000273368 0.000312016 0.00029477 0.000159728 0.000211544 9.20315e-05 -1.60225e-05 0.000107741 -3.86597e-06 -9.97427e-05 4.11659e-05 
